,StartDate,EndDate,Category,Start,Stop,Miles,Purpose,Year,Month,Day,StartHour,Time of Day,Time Difference,Total Hours,MoreThan1Hour,Time Difference (Minutes),month_name,DayName
172,2016-02-29 11:30:00,2016-02-29 11:40:00,Business,Cary,Apex,3.8,Meeting,2016,2,29,11,Day,0 days 00:10:00,0.17,False,10.0,February,Monday
173,2016-02-29 12:36:00,2016-02-29 12:48:00,Business,Apex,Cary,5.6,Meeting,2016,2,29,12,Day,0 days 00:12:00,0.2,False,12.0,February,Monday
174,2016-02-29 14:55:00,2016-02-29 15:03:00,Business,Whitebridge,Hazelwood,2.6,NA,2016,2,29,14,Day,0 days 00:08:00,0.13,False,8.0,February,Monday
175,2016-02-29 16:40:00,2016-02-29 17:00:00,Business,Hazelwood,Whitebridge,6.6,Customer Visit,2016,2,29,16,Day,0 days 00:20:00,0.33,False,20.0,February,Monday
176,2016-03-01 18:47:00,2016-03-01 19:10:00,Business,Whitebridge,Wayne Ridge,8.0,Meal/Entertain,2016,3,1,18,Night,0 days 00:23:00,0.38,False,23.0,March,Tuesday
177,2016-03-01 21:27:00,2016-03-01 21:45:00,Business,Wayne Ridge,Whitebridge,8.0,Meeting,2016,3,1,21,Night,0 days 00:18:00,0.3,False,18.0,March,Tuesday
178,2016-03-03 09:45:00,2016-03-03 09:52:00,Personal,Whitebridge,Westpark Place,2.2,NA,2016,3,3,9,Day,0 days 00:07:00,0.12,False,7.0,March,Thursday
179,2016-03-03 11:04:00,2016-03-03 11:10:00,Business,Westpark Place,Whitebridge,2.3,Errand/Supplies,2016,3,3,11,Day,0 days 00:06:00,0.1,False,6.0,March,Thursday
180,2016-03-03 14:44:00,2016-03-03 14:58:00,Business,Whitebridge,Northwoods,5.2,Meal/Entertain,2016,3,3,14,Day,0 days 00:14:00,0.23,False,14.0,March,Thursday
181,2016-03-03 15:27:00,2016-03-03 15:48:00,Business,Cary,Raleigh,7.6,Customer Visit,2016,3,3,15,Day,0 days 00:21:00,0.35,False,21.0,March,Thursday
182,2016-03-03 16:02:00,2016-03-03 16:42:00,Business,Raleigh,Cary,17.3,Meeting,2016,3,3,16,Day,0 days 00:40:00,0.67,False,40.0,March,Thursday
183,2016-03-04 07:47:00,2016-03-04 08:06:00,Business,Cary,Durham,9.9,Meeting,2016,3,4,7,Day,0 days 00:19:00,0.32,False,19.0,March,Friday
184,2016-03-04 09:46:00,2016-03-04 10:03:00,Business,Durham,Cary,9.9,Customer Visit,2016,3,4,9,Day,0 days 00:17:00,0.28,False,17.0,March,Friday
185,2016-03-04 11:46:00,2016-03-04 12:06:00,Business,Cary,Durham,10.4,Meeting,2016,3,4,11,Day,0 days 00:20:00,0.33,False,20.0,March,Friday
186,2016-03-04 13:03:00,2016-03-04 13:25:00,Business,Durham,Cary,10.9,Meeting,2016,3,4,13,Day,0 days 00:22:00,0.37,False,22.0,March,Friday
187,2016-03-04 13:40:00,2016-03-04 14:09:00,Business,Cary,Raleigh,15.7,Customer Visit,2016,3,4,13,Day,0 days 00:29:00,0.48,False,29.0,March,Friday
188,2016-03-04 15:56:00,2016-03-04 16:08:00,Business,Raleigh,Raleigh,4.9,Meal/Entertain,2016,3,4,15,Day,0 days 00:12:00,0.2,False,12.0,March,Friday
189,2016-03-04 16:16:00,2016-03-04 16:22:00,Business,Fayetteville Street,Depot Historic District,0.8,Errand/Supplies,2016,3,4,16,Day,0 days 00:06:00,0.1,False,6.0,March,Friday
190,2016-03-04 16:43:00,2016-03-04 17:12:00,Business,Raleigh,Cary,13.5,Meeting,2016,3,4,16,Day,0 days 00:29:00,0.48,False,29.0,March,Friday
191,2016-03-04 19:02:00,2016-03-04 19:08:00,Business,Cary,Morrisville,1.9,Temporary Site,2016,3,4,19,Night,0 days 00:06:00,0.1,False,6.0,March,Friday
192,2016-03-04 19:16:00,2016-03-04 19:25:00,Business,Morrisville,Cary,2.0,Meal/Entertain,2016,3,4,19,Night,0 days 00:09:00,0.15,False,9.0,March,Friday
193,2016-03-05 11:44:00,2016-03-05 11:59:00,Business,Cary,Morrisville,6.5,Meal/Entertain,2016,3,5,11,Day,0 days 00:15:00,0.25,False,15.0,March,Saturday
194,2016-03-05 12:57:00,2016-03-05 13:12:00,Personal,Weston,Weston,4.2,NA,2016,3,5,12,Day,0 days 00:15:00,0.25,False,15.0,March,Saturday
195,2016-03-05 14:08:00,2016-03-05 14:18:00,Personal,Morrisville,Cary,3.5,NA,2016,3,5,14,Day,0 days 00:10:00,0.17,False,10.0,March,Saturday
196,2016-03-05 14:39:00,2016-03-05 15:01:00,Business,Whitebridge,Wayne Ridge,7.8,Meal/Entertain,2016,3,5,14,Day,0 days 00:22:00,0.37,False,22.0,March,Saturday
197,2016-03-05 16:52:00,2016-03-05 17:13:00,Business,Cary,Morrisville,7.8,Meal/Entertain,2016,3,5,16,Day,0 days 00:21:00,0.35,False,21.0,March,Saturday
198,2016-03-05 17:23:00,2016-03-05 17:34:00,Business,Morrisville,Cary,3.9,Meal/Entertain,2016,3,5,17,Day,0 days 00:11:00,0.18,False,11.0,March,Saturday
199,2016-03-07 09:10:00,2016-03-07 09:20:00,Business,Whitebridge,Edgehill Farms,2.8,Errand/Supplies,2016,3,7,9,Day,0 days 00:10:00,0.17,False,10.0,March,Monday
200,2016-03-07 09:23:00,2016-03-07 09:47:00,Business,Cary,Raleigh,12.4,Customer Visit,2016,3,7,9,Day,0 days 00:24:00,0.4,False,24.0,March,Monday
201,2016-03-07 12:10:00,2016-03-07 12:26:00,Business,Fayetteville Street,Meredith Townes,5.9,Customer Visit,2016,3,7,12,Day,0 days 00:16:00,0.27,False,16.0,March,Monday
202,2016-03-07 13:57:00,2016-03-07 14:18:00,Business,Meredith Townes,Leesville Hollow,9.4,Meeting,2016,3,7,13,Day,0 days 00:21:00,0.35,False,21.0,March,Monday
203,2016-03-07 15:19:00,2016-03-07 15:45:00,Business,Raleigh,Cary,11.9,Between Offices,2016,3,7,15,Day,0 days 00:26:00,0.43,False,26.0,March,Monday
204,2016-03-08 14:38:00,2016-03-08 14:55:00,Business,Whitebridge,Waverly Place,7.2,Between Offices,2016,3,8,14,Day,0 days 00:17:00,0.28,False,17.0,March,Tuesday
205,2016-03-08 15:35:00,2016-03-08 16:00:00,Business,Waverly Place,Whitebridge,7.6,Meal/Entertain,2016,3,8,15,Day,0 days 00:25:00,0.42,False,25.0,March,Tuesday
206,2016-03-08 16:13:00,2016-03-08 16:25:00,Personal,Whitebridge,Whitebridge,1.6,NA,2016,3,8,16,Day,0 days 00:12:00,0.2,False,12.0,March,Tuesday
207,2016-03-10 03:36:00,2016-03-10 03:53:00,Business,Cary,Morrisville,8.4,Meeting,2016,3,10,3,Night,0 days 00:17:00,0.28,False,17.0,March,Thursday
208,2016-03-10 10:08:00,2016-03-10 10:37:00,Business,East Austin,West University,12.8,Meeting,2016,3,10,10,Day,0 days 00:29:00,0.48,False,29.0,March,Thursday
209,2016-03-10 14:39:00,2016-03-10 14:55:00,Business,West University,South Congress,2.3,NA,2016,3,10,14,Day,0 days 00:16:00,0.27,False,16.0,March,Thursday
210,2016-03-10 16:18:00,2016-03-10 16:28:00,Business,South Congress,Arts District,1.6,NA,2016,3,10,16,Day,0 days 00:10:00,0.17,False,10.0,March,Thursday
212,2016-03-11 10:29:00,2016-03-11 10:36:00,Business,Congress Ave District,Downtown,0.8,NA,2016,3,11,10,Day,0 days 00:07:00,0.12,False,7.0,March,Friday
213,2016-03-11 11:57:00,2016-03-11 12:04:00,Business,Downtown,Red River District,1.2,NA,2016,3,11,11,Day,0 days 00:07:00,0.12,False,7.0,March,Friday
214,2016-03-11 13:43:00,2016-03-11 13:51:00,Business,Red River District,Downtown,1.0,NA,2016,3,11,13,Day,0 days 00:08:00,0.13,False,8.0,March,Friday
219,2016-03-13 18:23:00,2016-03-13 18:43:00,Business,South Congress,North Austin,8.4,Meal/Entertain,2016,3,13,18,Night,0 days 00:20:00,0.33,False,20.0,March,Sunday
222,2016-03-13 21:11:00,2016-03-13 21:23:00,Business,North Austin,Coxville,7.2,Meal/Entertain,2016,3,13,21,Night,0 days 00:12:00,0.2,False,12.0,March,Sunday
229,2016-03-16 14:44:00,2016-03-16 14:55:00,Business,Convention Center District,West University,2.0,NA,2016,3,16,14,Day,0 days 00:11:00,0.18,False,11.0,March,Wednesday
230,2016-03-16 18:43:00,2016-03-16 18:56:00,Business,West University,Congress Ave District,2.1,Meal/Entertain,2016,3,16,18,Night,0 days 00:13:00,0.22,False,13.0,March,Wednesday
232,2016-03-17 12:52:00,2016-03-17 15:11:00,Business,Austin,Katy,136.0,Customer Visit,2016,3,17,12,Day,0 days 02:19:00,2.32,True,139.0,March,Thursday
233,2016-03-17 15:16:00,2016-03-17 15:58:00,Business,Katy,Houston,30.2,Meeting,2016,3,17,15,Day,0 days 00:42:00,0.7,False,42.0,March,Thursday
234,2016-03-17 17:20:00,2016-03-17 18:02:00,Business,Midtown,Alief,15.5,Meal/Entertain,2016,3,17,17,Day,0 days 00:42:00,0.7,False,42.0,March,Thursday
235,2016-03-17 18:47:00,2016-03-17 19:09:00,Personal,Houston,Houston,4.9,NA,2016,3,17,18,Night,0 days 00:22:00,0.37,False,22.0,March,Thursday
236,2016-03-17 20:57:00,2016-03-17 21:28:00,Personal,Houston,Houston,12.6,NA,2016,3,17,20,Night,0 days 00:31:00,0.52,False,31.0,March,Thursday
237,2016-03-17 21:48:00,2016-03-17 22:04:00,Personal,Sharpstown,Midtown,10.4,NA,2016,3,17,21,Night,0 days 00:16:00,0.27,False,16.0,March,Thursday
238,2016-03-18 07:15:00,2016-03-18 07:21:00,Business,Midtown,Midtown,1.1,Meal/Entertain,2016,3,18,7,Day,0 days 00:06:00,0.1,False,6.0,March,Friday
239,2016-03-18 08:35:00,2016-03-18 08:43:00,Business,Midtown,Midtown,1.1,Meal/Entertain,2016,3,18,8,Day,0 days 00:08:00,0.13,False,8.0,March,Friday
240,2016-03-18 18:24:00,2016-03-18 19:08:00,Business,Midtown,Sharpstown,13.2,Meeting,2016,3,18,18,Night,0 days 00:44:00,0.73,False,44.0,March,Friday
241,2016-03-18 19:23:00,2016-03-18 19:29:00,Business,Sharpstown,Sharpstown,1.0,Errand/Supplies,2016,3,18,19,Night,0 days 00:06:00,0.1,False,6.0,March,Friday
242,2016-03-18 21:01:00,2016-03-18 21:15:00,Business,Sharpstown,Midtown,9.2,Customer Visit,2016,3,18,21,Night,0 days 00:14:00,0.23,False,14.0,March,Friday
243,2016-03-19 09:10:00,2016-03-19 09:25:00,Business,Midtown,Sharpstown,9.4,Meal/Entertain,2016,3,19,9,Day,0 days 00:15:00,0.25,False,15.0,March,Saturday
244,2016-03-19 12:50:00,2016-03-19 13:13:00,Business,Houston,Sugar Land,12.0,Customer Visit,2016,3,19,12,Day,0 days 00:23:00,0.38,False,23.0,March,Saturday
245,2016-03-19 14:01:00,2016-03-19 14:57:00,Business,Sugar Land,Houston,35.1,Customer Visit,2016,3,19,14,Day,0 days 00:56:00,0.93,False,56.0,March,Saturday
246,2016-03-19 15:34:00,2016-03-19 16:38:00,Business,Houston,Galveston,36.5,Meal/Entertain,2016,3,19,15,Day,0 days 01:04:00,1.07,True,64.0,March,Saturday
247,2016-03-19 17:17:00,2016-03-19 17:32:00,Business,Galveston,Port Bolivar,3.1,Meal/Entertain,2016,3,19,17,Day,0 days 00:15:00,0.25,False,15.0,March,Saturday
248,2016-03-19 17:37:00,2016-03-19 17:47:00,Business,Port Bolivar,Port Bolivar,2.1,Errand/Supplies,2016,3,19,17,Day,0 days 00:10:00,0.17,False,10.0,March,Saturday
249,2016-03-19 17:52:00,2016-03-19 18:00:00,Business,Port Bolivar,Port Bolivar,1.2,NA,2016,3,19,17,Day,0 days 00:08:00,0.13,False,8.0,March,Saturday
250,2016-03-19 18:53:00,2016-03-19 19:29:00,Business,Port Bolivar,Galveston,7.5,Meeting,2016,3,19,18,Night,0 days 00:36:00,0.6,False,36.0,March,Saturday
251,2016-03-19 19:33:00,2016-03-19 20:39:00,Business,Galveston,Houston,57.0,Customer Visit,2016,3,19,19,Night,0 days 01:06:00,1.1,True,66.0,March,Saturday
252,2016-03-20 07:37:00,2016-03-20 07:48:00,Business,Midtown,Washington Avenue,5.9,Meeting,2016,3,20,7,Day,0 days 00:11:00,0.18,False,11.0,March,Sunday
253,2016-03-20 11:42:00,2016-03-20 11:56:00,Business,Washington Avenue,Midtown,6.2,Meeting,2016,3,20,11,Day,0 days 00:14:00,0.23,False,14.0,March,Sunday
254,2016-03-20 17:08:00,2016-03-20 17:34:00,Business,Midtown,Sharpstown,10.4,NA,2016,3,20,17,Day,0 days 00:26:00,0.43,False,26.0,March,Sunday
255,2016-03-20 18:34:00,2016-03-20 18:40:00,Personal,Sharpstown,Briar Meadow,1.2,NA,2016,3,20,18,Night,0 days 00:06:00,0.1,False,6.0,March,Sunday
256,2016-03-20 18:45:00,2016-03-20 19:06:00,Business,Briar Meadow,Midtown,9.6,Customer Visit,2016,3,20,18,Night,0 days 00:21:00,0.35,False,21.0,March,Sunday
257,2016-03-21 10:21:00,2016-03-21 10:26:00,Personal,Midtown,Downtown,1.0,NA,2016,3,21,10,Day,0 days 00:05:00,0.08,False,5.0,March,Monday
258,2016-03-21 16:05:00,2016-03-21 16:13:00,Business,Downtown,Midtown,0.9,Meal/Entertain,2016,3,21,16,Day,0 days 00:08:00,0.13,False,8.0,March,Monday
259,2016-03-21 18:59:00,2016-03-21 19:15:00,Business,Midtown,Sharpstown,8.8,NA,2016,3,21,18,Night,0 days 00:16:00,0.27,False,16.0,March,Monday
260,2016-03-21 20:18:00,2016-03-21 20:55:00,Business,Sharpstown,Midtown,25.6,Meal/Entertain,2016,3,21,20,Night,0 days 00:37:00,0.62,False,37.0,March,Monday
261,2016-03-22 06:17:00,2016-03-22 06:43:00,Business,Midtown,Greater Greenspoint,23.0,Meal/Entertain,2016,3,22,6,Day,0 days 00:26:00,0.43,False,26.0,March,Tuesday
262,2016-03-22 12:06:00,2016-03-22 12:24:00,Personal,Morrisville,Cary,8.1,NA,2016,3,22,12,Day,0 days 00:18:00,0.3,False,18.0,March,Tuesday
263,2016-03-22 19:12:00,2016-03-22 19:25:00,Personal,Whitebridge,Whitebridge,1.4,NA,2016,3,22,19,Night,0 days 00:13:00,0.22,False,13.0,March,Tuesday
264,2016-03-23 14:37:00,2016-03-23 14:42:00,Personal,Whitebridge,Preston,1.7,NA,2016,3,23,14,Day,0 days 00:05:00,0.08,False,5.0,March,Wednesday
265,2016-03-23 14:53:00,2016-03-23 14:59:00,Personal,Preston,Whitebridge,1.6,NA,2016,3,23,14,Day,0 days 00:06:00,0.1,False,6.0,March,Wednesday
266,2016-03-24 19:47:00,2016-03-24 19:54:00,Personal,Whitebridge,Westpark Place,2.0,NA,2016,3,24,19,Night,0 days 00:07:00,0.12,False,7.0,March,Thursday
267,2016-03-24 20:34:00,2016-03-24 20:40:00,Business,Westpark Place,Whitebridge,2.2,NA,2016,3,24,20,Night,0 days 00:06:00,0.1,False,6.0,March,Thursday
268,2016-03-25 13:24:00,2016-03-25 16:22:00,Business,Cary,Latta,144.0,Customer Visit,2016,3,25,13,Day,0 days 02:58:00,2.97,True,178.0,March,Friday
269,2016-03-25 16:52:00,2016-03-25 22:22:00,Business,Latta,Jacksonville,310.3,Customer Visit,2016,3,25,16,Day,0 days 05:30:00,5.5,True,330.0,March,Friday
270,2016-03-25 22:54:00,2016-03-26 01:39:00,Business,Jacksonville,Kissimmee,201.0,Meeting,2016,3,25,22,Night,0 days 02:45:00,2.75,True,165.0,March,Friday
271,2016-03-26 14:05:00,2016-03-26 14:29:00,Personal,Couples Glen,Isles of Buena Vista,6.7,NA,2016,3,26,14,Day,0 days 00:24:00,0.4,False,24.0,March,Saturday
272,2016-03-26 15:19:00,2016-03-26 15:49:00,Personal,Kissimmee,Orlando,8.8,NA,2016,3,26,15,Day,0 days 00:30:00,0.5,False,30.0,March,Saturday
273,2016-03-26 16:26:00,2016-03-26 16:30:00,Personal,Lake Reams,Lake Reams,1.2,NA,2016,3,26,16,Day,0 days 00:04:00,0.07,False,4.0,March,Saturday
274,2016-03-27 00:31:00,2016-03-27 00:40:00,Business,Lake Reams,Lake Reams,2.1,Errand/Supplies,2016,3,27,0,Night,0 days 00:09:00,0.15,False,9.0,March,Sunday
275,2016-03-27 01:11:00,2016-03-27 01:23:00,Business,Orlando,Kissimmee,6.6,Meal/Entertain,2016,3,27,1,Night,0 days 00:12:00,0.2,False,12.0,March,Sunday
276,2016-03-27 15:31:00,2016-03-27 15:56:00,Business,Kissimmee,Orlando,6.1,Customer Visit,2016,3,27,15,Day,0 days 00:25:00,0.42,False,25.0,March,Sunday
277,2016-03-27 21:26:00,2016-03-27 21:41:00,Personal,Orlando,Orlando,6.9,NA,2016,3,27,21,Night,0 days 00:15:00,0.25,False,15.0,March,Sunday
278,2016-03-27 23:04:00,2016-03-27 23:18:00,Personal,Orlando,Kissimmee,7.3,NA,2016,3,27,23,Night,0 days 00:14:00,0.23,False,14.0,March,Sunday
279,2016-03-28 12:29:00,2016-03-28 12:42:00,Personal,Kissimmee,Orlando,3.6,NA,2016,3,28,12,Day,0 days 00:13:00,0.22,False,13.0,March,Monday
280,2016-03-28 19:30:00,2016-03-28 20:23:00,Personal,Couples Glen,Vista East,27.2,NA,2016,3,28,19,Night,0 days 00:53:00,0.88,False,53.0,March,Monday
281,2016-03-28 22:55:00,2016-03-28 23:26:00,Personal,Orlando,Kissimmee,25.7,NA,2016,3,28,22,Night,0 days 00:31:00,0.52,False,31.0,March,Monday
282,2016-03-29 15:27:00,2016-03-29 16:11:00,Personal,Kissimmee,Orlando,13.6,NA,2016,3,29,15,Day,0 days 00:44:00,0.73,False,44.0,March,Tuesday
283,2016-03-29 18:20:00,2016-03-29 18:39:00,Personal,Sand Lake Commons,Sky Lake,6.2,NA,2016,3,29,18,Night,0 days 00:19:00,0.32,False,19.0,March,Tuesday
284,2016-03-29 20:29:00,2016-03-29 20:44:00,Personal,Sky Lake,Sand Lake Commons,6.0,NA,2016,3,29,20,Night,0 days 00:15:00,0.25,False,15.0,March,Tuesday
285,2016-03-29 23:04:00,2016-03-29 23:21:00,Personal,Orlando,Kissimmee,13.8,NA,2016,3,29,23,Night,0 days 00:17:00,0.28,False,17.0,March,Tuesday
286,2016-03-30 22:05:00,2016-03-30 22:55:00,Business,Orlando,Kissimmee,28.8,Meal/Entertain,2016,3,30,22,Night,0 days 00:50:00,0.83,False,50.0,March,Wednesday
287,2016-03-31 12:47:00,2016-03-31 13:22:00,Business,Kissimmee,Orlando,16.1,Temporary Site,2016,3,31,12,Day,0 days 00:35:00,0.58,False,35.0,March,Thursday
288,2016-03-31 14:37:00,2016-03-31 15:09:00,Business,Orlando,Kissimmee,16.4,Meal/Entertain,2016,3,31,14,Day,0 days 00:32:00,0.53,False,32.0,March,Thursday
289,2016-04-01 13:43:00,2016-04-01 14:01:00,Business,Kissimmee,Kissimmee,11.0,Meeting,2016,4,1,13,Day,0 days 00:18:00,0.3,False,18.0,April,Friday
290,2016-04-01 14:36:00,2016-04-01 15:24:00,Business,Kissimmee,Orlando,15.5,Customer Visit,2016,4,1,14,Day,0 days 00:48:00,0.8,False,48.0,April,Friday
291,2016-04-01 16:01:00,2016-04-01 16:49:00,Business,Orlando,Kissimmee,20.3,Meeting,2016,4,1,16,Day,0 days 00:48:00,0.8,False,48.0,April,Friday
292,2016-04-01 16:52:00,2016-04-01 16:57:00,Personal,Kissimmee,Kissimmee,0.7,NA,2016,4,1,16,Day,0 days 00:05:00,0.08,False,5.0,April,Friday
293,2016-04-02 08:48:00,2016-04-02 09:04:00,Personal,Kissimmee,Kissimmee,5.5,NA,2016,4,2,8,Day,0 days 00:16:00,0.27,False,16.0,April,Saturday
294,2016-04-02 11:01:00,2016-04-02 11:16:00,Personal,Kissimmee,Kissimmee,5.1,NA,2016,4,2,11,Day,0 days 00:15:00,0.25,False,15.0,April,Saturday
295,2016-04-02 12:21:00,2016-04-02 14:47:00,Business,Kissimmee,Daytona Beach,77.3,Customer Visit,2016,4,2,12,Day,0 days 02:26:00,2.43,True,146.0,April,Saturday
296,2016-04-02 16:57:00,2016-04-02 18:09:00,Business,Daytona Beach,Jacksonville,80.5,Customer Visit,2016,4,2,16,Day,0 days 01:12:00,1.2,True,72.0,April,Saturday
297,2016-04-02 19:38:00,2016-04-02 22:36:00,Business,Jacksonville,Ridgeland,174.2,Customer Visit,2016,4,2,19,Night,0 days 02:58:00,2.97,True,178.0,April,Saturday
300,2016-04-05 21:39:00,2016-04-05 21:55:00,Business,Whitebridge,Wayne Ridge,7.9,Meal/Entertain,2016,4,5,21,Night,0 days 00:16:00,0.27,False,16.0,April,Tuesday
301,2016-04-06 00:19:00,2016-04-06 00:39:00,Business,Wayne Ridge,Whitebridge,8.0,Meal/Entertain,2016,4,6,0,Night,0 days 00:20:00,0.33,False,20.0,April,Wednesday
302,2016-04-07 18:20:00,2016-04-07 18:39:00,Business,Cary,Morrisville,6.1,Meal/Entertain,2016,4,7,18,Night,0 days 00:19:00,0.32,False,19.0,April,Thursday
303,2016-04-07 19:45:00,2016-04-07 20:00:00,Business,Morrisville,Cary,6.1,Errand/Supplies,2016,4,7,19,Night,0 days 00:15:00,0.25,False,15.0,April,Thursday
304,2016-04-08 12:30:00,2016-04-08 12:48:00,Business,Cary,Durham,10.5,Meeting,2016,4,8,12,Day,0 days 00:18:00,0.3,False,18.0,April,Friday
305,2016-04-08 13:34:00,2016-04-08 13:51:00,Business,Durham,Cary,8.7,Meal/Entertain,2016,4,8,13,Day,0 days 00:17:00,0.28,False,17.0,April,Friday
306,2016-04-08 13:55:00,2016-04-08 14:03:00,Business,Westpark Place,Whitebridge,1.8,Errand/Supplies,2016,4,8,13,Day,0 days 00:08:00,0.13,False,8.0,April,Friday
307,2016-04-08 14:43:00,2016-04-08 15:20:00,Business,Cary,Raleigh,19.1,Meeting,2016,4,8,14,Day,0 days 00:37:00,0.62,False,37.0,April,Friday
308,2016-04-08 16:05:00,2016-04-08 16:47:00,Business,Raleigh,Cary,18.6,Meeting,2016,4,8,16,Day,0 days 00:42:00,0.7,False,42.0,April,Friday
309,2016-04-12 09:15:00,2016-04-12 09:26:00,Business,Whitebridge,Edgehill Farms,2.8,Errand/Supplies,2016,4,12,9,Day,0 days 00:11:00,0.18,False,11.0,April,Tuesday
310,2016-04-12 09:34:00,2016-04-12 09:53:00,Business,Cary,Raleigh,8.9,Meeting,2016,4,12,9,Day,0 days 00:19:00,0.32,False,19.0,April,Tuesday
311,2016-04-12 10:58:00,2016-04-12 11:18:00,Business,Meredith,Cedar Hill,7.5,Customer Visit,2016,4,12,10,Day,0 days 00:20:00,0.33,False,20.0,April,Tuesday
312,2016-04-12 12:22:00,2016-04-12 12:44:00,Business,Raleigh,Morrisville,15.9,Meeting,2016,4,12,12,Day,0 days 00:22:00,0.37,False,22.0,April,Tuesday
313,2016-04-12 13:42:00,2016-04-12 14:01:00,Business,Morrisville,Cary,6.5,Meal/Entertain,2016,4,12,13,Day,0 days 00:19:00,0.32,False,19.0,April,Tuesday
314,2016-04-14 07:29:00,2016-04-14 08:09:00,Business,Cary,Holly Springs,15.3,Temporary Site,2016,4,14,7,Day,0 days 00:40:00,0.67,False,40.0,April,Thursday
315,2016-04-14 16:00:00,2016-04-14 16:43:00,Business,Holly Springs,Cary,13.7,Temporary Site,2016,4,14,16,Day,0 days 00:43:00,0.72,False,43.0,April,Thursday
316,2016-04-15 11:36:00,2016-04-15 12:07:00,Business,Cary,Raleigh,11.9,Temporary Site,2016,4,15,11,Day,0 days 00:31:00,0.52,False,31.0,April,Friday
317,2016-04-15 12:29:00,2016-04-15 12:32:00,Business,Meredith Townes,Harden Place,1.4,Errand/Supplies,2016,4,15,12,Day,0 days 00:03:00,0.05,False,3.0,April,Friday
318,2016-04-15 14:31:00,2016-04-15 15:01:00,Business,Raleigh,Cary,15.2,Meeting,2016,4,15,14,Day,0 days 00:30:00,0.5,False,30.0,April,Friday
319,2016-04-16 12:59:00,2016-04-16 13:17:00,Business,Cary,Morrisville,6.0,Errand/Supplies,2016,4,16,12,Day,0 days 00:18:00,0.3,False,18.0,April,Saturday
320,2016-04-16 15:10:00,2016-04-16 15:26:00,Business,Morrisville,Cary,6.1,Meal/Entertain,2016,4,16,15,Day,0 days 00:16:00,0.27,False,16.0,April,Saturday
321,2016-04-19 17:44:00,2016-04-19 18:08:00,Business,Whitebridge,Wayne Ridge,8.2,Meal/Entertain,2016,4,19,17,Day,0 days 00:24:00,0.4,False,24.0,April,Tuesday
322,2016-04-19 19:57:00,2016-04-19 20:19:00,Business,Wayne Ridge,Whitebridge,8.0,Meal/Entertain,2016,4,19,19,Night,0 days 00:22:00,0.37,False,22.0,April,Tuesday
323,2016-04-22 08:25:00,2016-04-22 09:04:00,Business,Cary,Raleigh,13.6,Meeting,2016,4,22,8,Day,0 days 00:39:00,0.65,False,39.0,April,Friday
324,2016-04-22 10:10:00,2016-04-22 10:40:00,Business,Raleigh,Cary,22.5,Meeting,2016,4,22,10,Day,0 days 00:30:00,0.5,False,30.0,April,Friday
325,2016-04-22 12:08:00,2016-04-22 12:28:00,Business,Cary,Durham,10.4,Meeting,2016,4,22,12,Day,0 days 00:20:00,0.33,False,20.0,April,Friday
326,2016-04-22 13:02:00,2016-04-22 13:26:00,Business,Durham,Cary,10.0,Meeting,2016,4,22,13,Day,0 days 00:24:00,0.4,False,24.0,April,Friday
327,2016-04-23 17:03:00,2016-04-23 17:16:00,Business,Whitebridge,Tanglewood,6.0,Meal/Entertain,2016,4,23,17,Day,0 days 00:13:00,0.22,False,13.0,April,Saturday
328,2016-04-23 18:49:00,2016-04-23 19:05:00,Business,Tanglewood,Whitebridge,6.5,Meal/Entertain,2016,4,23,18,Night,0 days 00:16:00,0.27,False,16.0,April,Saturday
329,2016-04-24 19:07:00,2016-04-24 19:16:00,Business,Cary,Morrisville,3.1,Errand/Supplies,2016,4,24,19,Night,0 days 00:09:00,0.15,False,9.0,April,Sunday
330,2016-04-24 19:46:00,2016-04-24 19:52:00,Business,Chessington,Chessington,1.9,Errand/Supplies,2016,4,24,19,Night,0 days 00:06:00,0.1,False,6.0,April,Sunday
331,2016-04-24 21:41:00,2016-04-24 21:50:00,Business,Morrisville,Cary,4.2,Between Offices,2016,4,24,21,Night,0 days 00:09:00,0.15,False,9.0,April,Sunday
332,2016-04-27 13:30:00,2016-04-27 13:40:00,Business,Whitebridge,Burtrose,4.9,Between Offices,2016,4,27,13,Day,0 days 00:10:00,0.17,False,10.0,April,Wednesday
333,2016-04-27 14:13:00,2016-04-27 14:25:00,Business,Burtrose,Whitebridge,4.8,Between Offices,2016,4,27,14,Day,0 days 00:12:00,0.2,False,12.0,April,Wednesday
334,2016-04-28 12:09:00,2016-04-28 12:34:00,Business,Cary,Raleigh,12.4,Customer Visit,2016,4,28,12,Day,0 days 00:25:00,0.42,False,25.0,April,Thursday
335,2016-04-28 13:30:00,2016-04-28 13:49:00,Business,Raleigh,Cary,32.8,Customer Visit,2016,4,28,13,Day,0 days 00:19:00,0.32,False,19.0,April,Thursday
336,2016-04-28 22:10:00,2016-04-28 22:28:00,Business,Morrisville,Cary,5.5,Customer Visit,2016,4,28,22,Night,0 days 00:18:00,0.3,False,18.0,April,Thursday
337,2016-04-29 11:44:00,2016-04-29 12:01:00,Business,Cary,Durham,9.9,Meeting,2016,4,29,11,Day,0 days 00:17:00,0.28,False,17.0,April,Friday
338,2016-04-29 13:13:00,2016-04-29 13:34:00,Business,Durham,Cary,10.0,Meeting,2016,4,29,13,Day,0 days 00:21:00,0.35,False,21.0,April,Friday
